,month,day,day_of_week,binned_dep,binned_arr,binned_distance,carrier_encoded
93071,1,5,6,5,6,2,4
1993,1,1,2,3,3,1,1
76163,1,4,5,1,3,2,4
73300,1,4,5,5,5,1,9
29417,1,2,3,7,7,1,4
36864,1,2,3,3,4,1,0
121342,1,6,0,7,8,2,8
32998,1,2,3,3,3,1,9
35529,1,2,3,3,3,1,0
59008,1,3,4,7,8,1,3
99832,1,5,6,6,7,1,9
97159,1,5,6,4,4,1,0
43672,1,3,4,5,5,2,0
51639,1,3,4,5,6,1,0
29933,1,2,3,7,8,1,3
33620,1,2,3,3,4,2,9
56537,1,3,4,7,8,1,8
17384,1,1,2,8,8,1,0
58460,1,3,4,8,1,1,9
14185,1,1,2,3,4,1,0
112153,1,6,0,4,4,1,3
32972,1,2,3,7,8,1,9
119810,1,6,0,6,6,1,8
73787,1,4,5,3,3,1,9
30672,1,2,3,7,7,1,0
129518,1,6,0,6,6,1,3
13816,1,1,2,5,6,1,0
110730,1,6,0,4,4,1,1
122122,1,6,0,7,8,1,0
117751,1,6,0,3,4,1,0
53231,1,3,4,2,3,1,0
14912,1,1,2,6,6,1,3
96719,1,5,6,7,7,1,0
88946,1,5,6,2,3,1,8
34991,1,2,3,3,4,1,9
19200,1,1,2,6,6,1,8
22604,1,2,3,4,5,2,3
61253,1,3,4,3,4,1,7
103248,1,5,6,5,7,1,0
84091,1,4,5,4,4,1,8
12539,1,1,2,6,7,1,9
125121,1,6,0,7,7,1,8
90200,1,5,6,6,8,1,8
11459,1,1,2,3,4,1,9
123889,1,6,0,6,7,2,8
136392,1,7,1,3,4,1,3
21359,1,2,3,4,5,2,1
62590,1,3,4,8,1,2,2
122581,1,6,0,3,4,1,0
97762,1,5,6,6,7,2,0
92846,1,5,6,2,3,1,4
77103,1,4,5,3,5,2,3
116932,1,6,0,3,3,1,0
12509,1,1,2,6,6,1,9
102279,1,5,6,7,7,1,9
13321,1,1,2,8,1,2,2
92593,1,5,6,8,8,1,0
141347,1,7,1,6,7,1,8
80034,1,4,5,5,6,1,1
133918,1,7,1,4,4,1,1
87166,1,5,6,7,7,1,0
107297,1,6,0,4,5,1,9
76429,1,4,5,3,4,2,3
120620,1,6,0,5,5,1,9
146958,1,7,1,3,5,2,1
111983,1,6,0,4,6,2,3
80040,1,4,5,7,8,1,1
88692,1,5,6,3,3,1,3
115906,1,6,0,8,1,2,1
63263,1,3,4,3,4,1,0
57449,1,3,4,6,7,1,9
64448,1,3,4,6,6,1,3
52130,1,3,4,8,2,2,1
28487,1,2,3,4,5,1,0
136337,1,7,1,7,8,2,3
59518,1,3,4,3,4,1,0
121445,1,6,0,4,5,1,0
122796,1,6,0,4,6,2,0
67131,1,4,5,7,8,1,1
129400,1,6,0,5,5,1,3
46193,1,3,4,5,6,1,8
25580,1,2,3,7,8,1,8
127981,1,6,0,7,8,2,3
114859,1,6,0,7,8,2,5
67615,1,4,5,7,8,1,3
48636,1,3,4,3,4,1,3
122059,1,6,0,4,5,1,0
134677,1,7,1,7,8,2,7
37726,1,2,3,7,8,1,0
32516,1,2,3,8,8,1,8
144295,1,7,1,8,1,1,4
110770,1,6,0,5,5,1,1
68609,1,4,5,2,3,1,8
79710,1,4,5,5,6,1,0
14475,1,1,2,7,8,1,4
144327,1,7,1,4,5,2,4
141989,1,7,1,3,4,1,8
6908,1,1,2,8,8,1,0
84125,1,4,5,8,8,1,8
144269,1,7,1,7,7,1,4
65442,1,4,5,3,3,1,0
87797,1,5,6,4,5,1,1
44039,1,3,4,7,8,1,7
2073,1,1,2,5,6,1,1
125175,1,6,0,7,8,1,8
125969,1,6,0,6,6,1,0
4252,1,1,2,3,4,1,8
139359,1,7,1,7,8,1,3
112524,1,6,0,3,4,1,3
61977,1,3,4,3,4,1,8
25141,1,2,3,6,6,1,8
41687,1,2,3,6,7,1,0
89435,1,5,6,6,6,1,8
77615,1,4,5,4,5,1,3
25318,1,2,3,7,7,1,8
81200,1,4,5,5,6,1,0
80580,1,4,5,7,8,2,0
10841,1,1,2,3,4,2,9
133410,1,7,1,3,4,2,8
104003,1,5,6,4,5,1,0
120119,1,6,0,5,5,1,8
28368,1,2,3,4,5,2,6
83381,1,4,5,5,7,1,8
68166,1,4,5,6,7,2,8
53309,1,3,4,8,1,1,0
145828,1,7,1,4,5,1,0
146467,1,7,1,5,6,2,2
137623,1,7,1,6,7,1,0
33589,1,2,3,7,7,2,9
97978,1,5,6,6,7,2,0
95354,1,5,6,4,5,1,3
60890,1,3,4,5,7,2,0
9594,1,1,2,7,7,1,8
137265,1,7,1,4,5,1,3
35479,1,2,3,6,7,1,0
89160,1,5,6,5,5,1,8
118927,1,6,0,4,4,1,3
131294,1,7,1,7,8,1,9
149171,1,7,1,7,8,1,3
134076,1,7,1,7,8,1,1
92833,1,5,6,6,6,1,4
30528,1,2,3,3,4,1,0
77573,1,4,5,4,5,1,3
87330,1,5,6,1,1,1,0
104521,1,5,6,4,6,2,0
42378,1,3,4,5,6,1,0
46829,1,3,4,7,7,1,8
96615,1,5,6,3,4,1,0
148098,1,7,1,6,8,2,0
128865,1,6,0,3,4,1,8
125127,1,6,0,3,3,1,8
41007,1,2,3,7,8,1,8
21332,1,2,3,6,1,2,1
93113,1,5,6,4,7,2,3
74416,1,4,5,3,4,2,0
107221,1,6,0,6,8,2,9
74829,1,4,5,3,3,1,2
102864,1,5,6,5,5,1,9
117313,1,6,0,5,6,1,0
7748,1,1,2,3,4,1,0
136893,1,7,1,7,8,1,3
62470,1,3,4,5,6,1,2
112928,1,6,0,7,8,2,3
99187,1,5,6,4,5,1,8
97901,1,5,6,6,7,1,0
112679,1,6,0,8,1,1,3
139041,1,7,1,7,8,2,7
136946,1,7,1,6,6,1,3
150248,1,7,1,4,4,1,8
12563,1,1,2,5,5,1,9
1637,1,1,2,5,5,1,6
29298,1,2,3,7,8,1,4
37466,1,2,3,4,5,1,0
121062,1,6,0,5,6,2,9
91941,1,5,6,3,4,1,0
71253,1,4,5,4,4,1,0
41509,1,2,3,3,4,1,8
42817,1,3,4,7,7,1,6
138941,1,7,1,7,8,1,7
4314,1,1,2,6,7,2,8
60525,1,3,4,5,6,2,0
111433,1,6,0,5,5,1,0
117073,1,6,0,8,8,1,0
96184,1,5,6,6,6,1,8
138348,1,7,1,4,5,1,0
7995,1,1,2,1,2,2,7
105493,1,5,6,8,2,2,8
144358,1,7,1,4,5,2,4
143341,1,7,1,5,6,1,2
39910,1,2,3,3,3,2,8
11968,1,1,2,3,4,1,9
8053,1,1,2,3,4,1,7
62322,1,3,4,2,3,1,0
48812,1,3,4,7,8,1,3
80768,1,4,5,6,7,1,0
4218,1,1,2,5,6,1,8
125486,1,6,0,2,3,1,8
17119,1,1,2,8,8,1,0
13033,1,1,2,2,2,1,2
82649,1,4,5,7,8,1,8
136180,1,7,1,6,7,1,3
111544,1,6,0,7,8,1,0
60795,1,3,4,3,3,1,0
28011,1,2,3,2,3,1,2
130325,1,7,1,4,4,1,9
78344,1,4,5,5,6,1,9
36770,1,2,3,4,6,2,0
42003,1,2,3,2,3,1,3
113112,1,6,0,3,4,1,3
105195,1,5,6,3,4,2,7
29143,1,2,3,4,5,1,4
59642,1,3,4,7,8,1,0
64613,1,3,4,5,6,1,3
83201,1,4,5,5,6,1,8
149212,1,7,1,4,5,1,3
83975,1,4,5,2,3,1,8
89981,1,5,6,6,7,1,8
105345,1,5,6,3,4,1,3
82752,1,4,5,6,7,1,8
99376,1,5,6,3,3,1,8
2211,1,1,2,4,6,2,0
75942,1,4,5,6,7,1,4
73284,1,4,5,3,4,1,9
102798,1,5,6,7,7,1,9
112565,1,6,0,3,3,1,3
112982,1,6,0,6,6,1,3
130413,1,7,1,6,7,1,9
70848,1,4,5,3,4,2,0
149594,1,7,1,6,7,1,3
91346,1,5,6,3,4,1,0
5946,1,1,2,7,8,1,3
115046,1,6,0,8,1,1,0
9889,1,1,2,7,7,1,8
65589,1,4,5,5,6,1,1
29979,1,2,3,4,4,1,3
21211,1,2,3,5,6,1,1
53388,1,3,4,6,6,1,0
29626,1,2,3,2,4,1,0
53544,1,3,4,6,6,1,3
64148,1,3,4,6,6,1,0
94068,1,5,6,2,3,1,3
87446,1,5,6,7,8,1,0
135734,1,7,1,5,6,1,3
44032,1,3,4,3,5,2,7
60847,1,3,4,4,5,1,0
147363,1,7,1,8,3,2,1
117763,1,6,0,7,7,1,0
131105,1,7,1,3,4,1,9
114228,1,6,0,6,7,1,3
43134,1,3,4,4,4,1,1
73959,1,4,5,4,5,1,9
43934,1,3,4,7,7,1,0
85788,1,5,6,3,4,2,1
11082,1,1,2,3,4,1,9
34624,1,2,3,8,8,2,9
17902,1,1,2,7,1,1,3
108941,1,6,0,7,7,1,9
47525,1,3,4,6,6,1,8
125862,1,6,0,5,5,1,0
23433,1,2,3,5,5,2,3
138539,1,7,1,4,4,1,0
112675,1,6,0,4,5,2,3
77025,1,4,5,7,8,1,3
34906,1,2,3,5,6,1,9
144687,1,7,1,6,7,1,8
26384,1,2,3,3,4,1,9
111760,1,6,0,8,8,1,7
52045,1,3,4,7,8,1,1
69660,1,4,5,3,3,1,3
30376,1,2,3,5,6,1,8
130129,1,7,1,3,3,1,9
149403,1,7,1,5,5,1,3
52207,1,3,4,7,8,2,1
117749,1,6,0,4,4,1,0
51182,1,3,4,4,5,1,0
99663,1,5,6,4,5,1,9
138559,1,7,1,7,8,1,0
90730,1,5,6,6,7,1,8
113856,1,6,0,3,3,1,3
111185,1,6,0,5,5,1,0
88068,1,5,6,6,7,1,3
47408,1,3,4,5,6,1,8
27953,1,2,3,3,5,2,2
20675,1,2,3,4,5,1,0
37695,1,2,3,5,6,1,0
101814,1,5,6,7,8,1,9
135173,1,7,1,6,3,3,3
6192,1,1,2,7,7,1,8
144750,1,7,1,6,6,1,8
31683,1,2,3,8,8,1,0
148190,1,7,1,3,4,2,0
36448,1,2,3,5,5,1,1
57747,1,3,4,5,6,2,9
102143,1,5,6,7,7,1,9
132601,1,7,1,7,7,1,9
35558,1,2,3,5,5,1,0
7019,1,1,2,4,5,1,0
10243,1,1,2,4,4,1,9
57064,1,3,4,5,5,1,9
26522,1,2,3,5,7,2,9
6602,1,1,2,7,8,1,0
81789,1,4,5,5,5,1,3
71970,1,4,5,3,4,2,7
98635,1,5,6,5,5,1,8
91289,1,5,6,7,8,1,0
129795,1,7,1,6,6,1,9
55587,1,3,4,6,7,2,3
66956,1,4,5,6,7,1,0
6098,1,1,2,4,5,1,8
129985,1,7,1,2,3,1,9
111122,1,6,0,3,6,2,0
54945,1,3,4,5,6,1,3
84268,1,4,5,3,4,1,8
99654,1,5,6,4,4,1,9
113523,1,6,0,3,4,1,3
95174,1,5,6,3,3,1,3
135554,1,7,1,4,5,1,3
102803,1,5,6,5,6,1,9
64444,1,3,4,3,3,1,3
120690,1,6,0,7,8,1,9
44074,1,3,4,8,1,1,7
89270,1,5,6,7,7,1,8
140911,1,7,1,6,8,2,8
129698,1,6,0,5,5,1,3
113959,1,6,0,6,6,1,0
41748,1,2,3,5,6,1,3
8690,1,1,2,6,6,1,3
21358,1,2,3,3,4,2,1
47695,1,3,4,8,2,2,8
143724,1,7,1,3,4,1,0
23917,1,2,3,3,5,2,3
104964,1,5,6,5,8,2,0
36725,1,2,3,3,4,2,0
33633,1,2,3,7,7,1,9
91405,1,5,6,5,5,1,0
63100,1,3,4,8,1,1,0
32418,1,2,3,5,6,1,7
13308,1,1,2,4,5,1,2
76722,1,4,5,5,6,1,3
66215,1,4,5,6,7,2,0
19051,1,1,2,2,3,1,8
63760,1,3,4,6,7,2,4
52537,1,3,4,6,6,1,1
58490,1,3,4,4,5,1,9
115273,1,6,0,5,6,1,2
72363,1,4,5,6,7,1,8
121222,1,6,0,3,3,1,8
116276,1,6,0,5,5,2,1
138038,1,7,1,6,6,1,0
79653,1,4,5,2,3,1,0
10757,1,1,2,5,6,1,9
118067,1,6,0,3,4,1,3
77206,1,4,5,8,8,1,0
2538,1,1,2,6,7,2,0
87352,1,5,6,3,4,2,0
42499,1,3,4,3,4,1,8
46308,1,3,4,4,6,2,8
61228,1,3,4,7,8,2,7
31622,1,2,3,5,7,2,0
80055,1,4,5,5,6,1,1
15114,1,1,2,4,5,1,5
6691,1,1,2,5,6,1,0
18364,1,1,2,8,1,1,8
137433,1,7,1,6,7,1,8
55083,1,3,4,3,3,1,3
102765,1,5,6,6,7,2,9
94106,1,5,6,7,8,2,3
3992,1,1,2,3,3,1,3
115476,1,6,0,2,3,1,2
20591,1,2,3,5,7,2,2
147466,1,7,1,3,6,2,1
12481,1,1,2,4,4,1,9
74702,1,4,5,7,8,1,0
6071,1,1,2,2,3,1,3
7351,1,1,2,3,5,2,0
53358,1,3,4,3,3,1,0
109010,1,6,0,5,6,1,9
31502,1,2,3,5,6,1,0
60330,1,3,4,3,4,1,0
116356,1,6,0,7,8,1,1
70381,1,4,5,5,5,1,0
50320,1,3,4,8,8,1,9
51797,1,3,4,6,7,1,0
94438,1,5,6,5,6,1,3
100467,1,5,6,4,5,2,9
144103,1,7,1,5,5,1,0
99161,1,5,6,2,3,1,8
88032,1,5,6,5,5,1,3
42825,1,3,4,7,7,1,6
120991,1,6,0,6,7,1,9
123897,1,6,0,3,3,1,8
55928,1,3,4,4,4,1,8
10214,1,1,2,4,4,1,9
16842,1,1,2,7,8,1,0
33213,1,2,3,3,4,2,9
19152,1,1,2,5,5,1,8
17876,1,1,2,4,5,2,3
26565,1,2,3,6,7,1,9
119802,1,6,0,3,4,1,8
70420,1,4,5,8,8,1,0
3507,1,1,2,4,4,1,3
56351,1,3,4,4,5,1,8
132120,1,7,1,5,6,1,9
119108,1,6,0,7,8,1,8
84020,1,4,5,8,8,1,8
54065,1,3,4,3,3,1,3
123787,1,6,0,3,5,2,8
99998,1,5,6,7,7,1,9
45144,1,3,4,4,5,1,3
103332,1,5,6,2,3,1,0
127207,1,6,0,2,3,1,0
85607,1,5,6,2,3,1,0
130607,1,7,1,4,5,2,9
68770,1,4,5,7,1,2,8
131286,1,7,1,3,5,1,9
120664,1,6,0,4,5,2,9
136095,1,7,1,5,6,2,3
119866,1,6,0,7,8,1,8
33771,1,2,3,6,7,1,9
97865,1,5,6,2,3,1,0
144684,1,7,1,3,4,1,8
85969,1,5,6,6,7,1,1
66639,1,4,5,6,6,1,3
135887,1,7,1,3,5,2,3
64951,1,4,5,3,3,1,8
138883,1,7,1,3,4,1,7
27148,1,2,3,4,4,1,3
96074,1,5,6,4,5,1,3
22693,1,2,3,4,5,1,3
59447,1,3,4,4,6,2,0
49779,1,3,4,5,6,1,9
77989,1,4,5,3,4,1,9
144458,1,7,1,4,5,1,4
29032,1,2,3,6,6,1,0
55215,1,3,4,6,7,1,3
121469,1,6,0,3,4,1,0
90406,1,5,6,5,5,1,8
8105,1,1,2,5,6,1,7
103711,1,5,6,4,5,2,6
85137,1,5,6,7,8,2,2
129820,1,7,1,3,3,1,9
18353,1,1,2,1,3,2,8
82432,1,4,5,5,6,2,3
16274,1,1,2,5,7,2,1
11778,1,1,2,8,1,1,9
25459,1,2,3,6,6,1,8
88473,1,5,6,4,5,1,3
25421,1,2,3,5,5,1,8
132647,1,7,1,6,7,1,9
135868,1,7,1,3,5,2,3
26587,1,2,3,3,4,1,9
146017,1,7,1,8,8,1,3
78265,1,4,5,2,3,1,9
61198,1,3,4,5,6,1,7
9524,1,1,2,5,5,1,8
68066,1,4,5,3,3,1,8
67113,1,4,5,5,6,2,1
74979,1,4,5,7,8,1,2
66110,1,4,5,3,4,1,0
85531,1,5,6,3,3,1,0
140270,1,7,1,6,7,2,8
99065,1,5,6,3,4,2,8
48976,1,3,4,6,7,1,3
84196,1,4,5,7,8,1,8
12655,1,1,2,7,7,1,0
79122,1,4,5,3,3,1,0
120425,1,6,0,4,5,1,9
34297,1,2,3,2,3,1,9
62738,1,3,4,8,8,1,2
143412,1,7,1,8,1,2,2
69930,1,4,5,5,6,1,3
72712,1,4,5,3,4,2,9
44010,1,3,4,5,6,1,7
10201,1,1,2,6,7,1,9
11315,1,1,2,7,8,2,9
58917,1,3,4,4,4,1,3
75239,1,4,5,7,8,2,0
11888,1,1,2,6,7,2,9
134471,1,7,1,4,5,2,0
20560,1,2,3,3,4,2,2
43865,1,3,4,5,6,1,0
143086,1,7,1,4,5,1,0
96880,1,5,6,6,7,1,0
94942,1,5,6,8,8,1,3
137311,1,7,1,6,7,1,3
77172,1,4,5,7,8,1,0
140462,1,7,1,3,4,2,8
85848,1,5,6,6,7,1,1
131813,1,7,1,7,8,1,9
111772,1,6,0,6,7,1,7
38208,1,2,3,6,7,1,3
84218,1,4,5,6,6,1,8
43836,1,3,4,6,7,2,0
139142,1,7,1,8,8,1,7
70616,1,4,5,6,7,1,0
5418,1,1,2,7,8,2,8
1770,1,1,2,5,6,1,0
32182,1,2,3,7,8,1,7
43254,1,3,4,7,8,1,1
130133,1,7,1,3,4,2,9
86444,1,5,6,6,7,2,0
55537,1,3,4,7,7,1,3
146821,1,7,1,6,7,1,0
71467,1,4,5,3,4,1,0
62215,1,3,4,3,4,1,0
69101,1,4,5,6,8,2,8
33467,1,2,3,4,5,1,9
54242,1,3,4,6,7,1,3
19729,1,2,3,6,7,1,5
75430,1,4,5,7,7,1,0
122503,1,6,0,1,3,2,0
9986,1,1,2,5,5,1,8
10293,1,1,2,6,7,1,9
142524,1,7,1,8,8,1,8
27858,1,2,3,6,6,1,0
105036,1,5,6,5,6,1,7
8035,1,1,2,7,8,1,7
70107,1,4,5,5,6,1,8
47294,1,3,4,3,4,1,8
35202,1,2,3,7,7,1,9
50878,1,3,4,4,5,1,5
148525,1,7,1,3,3,1,0
102019,1,5,6,2,3,1,9
139410,1,7,1,8,8,1,3
31458,1,2,3,7,8,1,0
101222,1,5,6,7,8,1,9
68179,1,4,5,2,4,2,8
12403,1,1,2,8,8,1,9
89948,1,5,6,3,3,1,8
101698,1,5,6,7,8,1,9
99761,1,5,6,7,8,1,9
83863,1,4,5,7,8,1,8
43493,1,3,4,4,6,2,0
133287,1,7,1,4,4,1,8
4052,1,1,2,6,7,1,3
38267,1,2,3,6,7,1,3
75366,1,4,5,3,4,1,0
135376,1,7,1,8,1,1,3
102525,1,5,6,7,8,2,9
42213,1,3,4,7,8,1,0
126096,1,6,0,6,6,1,0
125819,1,6,0,4,4,1,0
42196,1,3,4,5,5,1,0
36090,1,2,3,3,4,1,0
90398,1,5,6,3,4,1,8
93480,1,5,6,6,6,1,3
77181,1,4,5,8,8,1,0
136504,1,7,1,5,6,1,3
71166,1,4,5,7,8,1,0
118950,1,6,0,6,7,1,3
91035,1,5,6,3,3,1,8
124020,1,6,0,3,4,2,8
50634,1,3,4,5,5,1,5
8318,1,1,2,6,7,2,3
54595,1,3,4,7,1,1,3
40848,1,2,3,6,6,1,8
47994,1,3,4,3,6,2,8
29619,1,2,3,4,4,1,0
57361,1,3,4,5,6,1,9
9991,1,1,2,4,4,1,8
68558,1,4,5,7,7,1,8
12001,1,1,2,3,4,1,9
139587,1,7,1,4,5,1,3
122753,1,6,0,6,7,2,0
112714,1,6,0,3,4,1,3
141380,1,7,1,5,6,2,8
30124,1,2,3,6,7,1,3
85250,1,5,6,5,6,1,2
53877,1,3,4,5,6,1,3
145075,1,7,1,4,5,1,8
71807,1,4,5,7,8,1,7
25100,1,2,3,4,5,1,8
127609,1,6,0,7,7,1,4
4594,1,1,2,3,4,1,8
107794,1,6,0,4,4,1,9
87452,1,5,6,6,6,1,0
98660,1,5,6,6,7,2,8
42152,1,3,4,4,5,1,0
102444,1,5,6,7,1,2,9
45717,1,3,4,6,6,1,3
126587,1,6,0,7,8,1,2
88612,1,5,6,4,5,1,3
90382,1,5,6,7,8,1,8
113471,1,6,0,2,3,1,3
104808,1,5,6,6,7,1,0
36802,1,2,3,7,1,2,0
46362,1,3,4,5,6,1,8
77291,1,4,5,7,8,1,0
41029,1,2,3,8,2,2,8
78739,1,4,5,6,7,1,5
107081,1,6,0,4,4,1,9
99939,1,5,6,8,1,1,9
39858,1,2,3,8,1,1,8
56186,1,3,4,3,3,1,8
102597,1,5,6,5,6,1,9
55345,1,3,4,3,3,1,3
148340,1,7,1,7,7,1,0
67476,1,4,5,3,3,1,3
126630,1,6,0,7,8,1,2
133857,1,7,1,5,6,1,1
146733,1,7,1,5,6,1,2
51291,1,3,4,7,8,2,2
77144,1,4,5,3,4,1,0
116023,1,6,0,3,4,1,1
125232,1,6,0,3,3,1,8
123310,1,6,0,4,5,1,7
137827,1,7,1,5,6,1,0
32883,1,2,3,7,8,1,9
74253,1,4,5,7,8,1,8
138704,1,7,1,6,7,1,0
135210,1,7,1,6,7,1,3
132883,1,7,1,3,4,1,9
64011,1,3,4,6,6,1,4
62296,1,3,4,4,4,1,0
133729,1,7,1,3,3,1,0
37061,1,2,3,5,6,1,0
2327,1,1,2,5,6,1,0
75662,1,4,5,6,6,1,0
100945,1,5,6,5,5,1,9
136820,1,7,1,8,8,1,0
142850,1,7,1,7,8,1,0
80053,1,4,5,7,8,1,1
52456,1,3,4,6,6,1,1
106523,1,5,6,5,6,1,3
112538,1,6,0,3,4,1,3
134692,1,7,1,7,7,1,7
40899,1,2,3,7,8,1,8
114744,1,6,0,4,5,1,5
125924,1,6,0,7,8,1,0
6728,1,1,2,4,5,1,0
1945,1,1,2,5,6,1,1
90263,1,5,6,3,4,1,8
43561,1,3,4,3,4,1,0
20983,1,2,3,7,8,2,1
115514,1,6,0,2,3,2,2
49692,1,3,4,6,7,1,9
32526,1,2,3,5,5,2,8
23546,1,2,3,5,6,1,3
129541,1,6,0,4,4,1,3
86244,1,5,6,6,7,2,1
3878,1,1,2,4,4,1,3
4575,1,1,2,5,6,1,8
26280,1,2,3,3,4,1,9
100983,1,5,6,6,6,2,9
14061,1,1,2,6,7,1,0
127573,1,6,0,2,3,1,4
86853,1,5,6,5,6,1,0
50131,1,3,4,4,5,1,9
108437,1,6,0,7,8,2,9
101644,1,5,6,8,8,1,9
9181,1,1,2,4,5,1,3
28863,1,2,3,4,4,1,0
70748,1,4,5,3,3,1,0
100677,1,5,6,4,5,1,9
103275,1,5,6,3,3,1,0
82519,1,4,5,5,5,1,3
150340,1,7,1,4,6,2,8
55940,1,3,4,6,7,1,8
104535,1,5,6,5,6,1,0
126725,1,6,0,5,6,2,0
88477,1,5,6,7,8,1,3
132318,1,7,1,6,7,1,9
91420,1,5,6,3,4,1,0
906,1,1,2,7,8,1,9
64813,1,4,5,6,6,1,0
127428,1,6,0,6,8,2,0
43353,1,3,4,7,8,1,1
37507,1,2,3,8,8,1,0
11180,1,1,2,3,4,1,9
107017,1,6,0,7,7,1,9
121862,1,6,0,4,4,1,0
140821,1,7,1,3,3,1,8
44114,1,3,4,8,8,1,7
149249,1,7,1,6,7,1,3
110143,1,6,0,5,6,1,0
146643,1,7,1,3,3,1,2
84965,1,5,6,4,4,1,0
105269,1,5,6,3,4,1,3
89303,1,5,6,4,4,1,8
128349,1,6,0,8,2,2,3
145198,1,7,1,3,4,1,8
10213,1,1,2,7,8,1,9
96918,1,5,6,6,6,1,0
42266,1,3,4,3,3,1,0
127115,1,6,0,7,8,1,0
104611,1,5,6,6,6,1,0
110055,1,6,0,6,7,1,0
34919,1,2,3,7,8,2,9
143452,1,7,1,3,4,1,2
30409,1,2,3,6,6,1,0
17933,1,1,2,3,4,1,3
39166,1,2,3,5,5,1,8
68429,1,4,5,2,4,1,8
75476,1,4,5,4,5,1,0
135357,1,7,1,2,3,1,3
24684,1,2,3,4,5,2,3
47906,1,3,4,4,5,2,8
130165,1,7,1,8,8,1,9
70606,1,4,5,3,4,1,0
146468,1,7,1,6,7,2,2
17497,1,1,2,6,6,1,3
126432,1,6,0,6,7,1,2
40660,1,2,3,3,3,1,8
47648,1,3,4,3,4,1,8
61814,1,3,4,4,4,1,8
69630,1,4,5,5,5,1,3
108819,1,6,0,6,7,1,9
82771,1,4,5,6,6,1,8
50824,1,3,4,7,8,2,5
126567,1,6,0,7,8,2,2
133815,1,7,1,5,6,1,0
112532,1,6,0,3,4,1,3
149276,1,7,1,4,5,2,3
139750,1,7,1,7,8,1,3
4556,1,1,2,4,4,1,8
37927,1,2,3,4,5,1,1
128031,1,6,0,4,5,1,3
85052,1,5,6,4,4,1,0
3580,1,1,2,6,6,1,3
128400,1,6,0,3,4,1,3
78925,1,4,5,6,6,1,5
97390,1,5,6,7,8,1,0
3484,1,1,2,2,3,1,3
102618,1,5,6,4,4,1,9
24337,1,2,3,4,5,1,3
502,1,1,2,3,4,1,9
134052,1,7,1,5,6,2,1
32277,1,2,3,4,5,1,7
118977,1,6,0,3,4,1,3
45961,1,3,4,4,5,1,8
13253,1,1,2,8,1,2,2
72133,1,4,5,4,5,1,8
16188,1,1,2,6,6,1,1
78044,1,4,5,5,6,1,9
106356,1,5,6,8,1,1,8
25284,1,2,3,4,4,1,8
32240,1,2,3,6,6,1,7
6057,1,1,2,4,5,1,3
59511,1,3,4,5,6,1,0
23053,1,2,3,8,8,1,3
52677,1,3,4,5,6,2,0
122404,1,6,0,7,8,2,0
104903,1,5,6,5,6,1,0
129477,1,6,0,5,5,1,3
104871,1,5,6,3,5,2,0
114447,1,6,0,7,8,1,3
21592,1,2,3,4,4,1,1
101518,1,5,6,4,4,1,9
59932,1,3,4,7,8,1,0
34960,1,2,3,7,8,2,9
5562,1,1,2,6,7,1,8
119730,1,6,0,6,7,1,8
30418,1,2,3,6,6,1,0
94960,1,5,6,3,3,1,3
119782,1,6,0,4,4,1,8
30324,1,2,3,6,7,2,8
121228,1,6,0,7,8,1,8
119158,1,6,0,6,7,1,8
58732,1,3,4,8,1,1,9
57693,1,3,4,5,6,1,9
138130,1,7,1,5,6,2,0
50562,1,3,4,3,3,1,9
22595,1,2,3,5,5,2,3
106764,1,5,6,7,8,1,3
8289,1,1,2,4,7,2,3
304,1,1,2,3,3,1,9
59381,1,3,4,3,4,1,0
27824,1,2,3,8,8,1,0
59297,1,3,4,5,6,1,0
10288,1,1,2,5,6,2,9
120465,1,6,0,4,4,1,9
106964,1,5,6,4,5,1,3
62387,1,3,4,3,4,2,0
89798,1,5,6,6,7,1,8
84529,1,5,6,3,3,1,5
126160,1,6,0,7,7,1,0
67780,1,4,5,6,7,1,3
40041,1,2,3,2,3,1,8
31478,1,2,3,3,4,2,0
116405,1,6,0,3,4,2,1
94689,1,5,6,4,4,1,3
12586,1,1,2,4,5,1,9
135992,1,7,1,6,7,1,3
136454,1,7,1,7,7,1,3
18734,1,1,2,4,6,2,8
147476,1,7,1,5,7,2,1
118898,1,6,0,2,3,1,3
142889,1,7,1,4,4,1,0
73676,1,4,5,4,5,1,9
140700,1,7,1,7,7,1,8
132296,1,7,1,2,3,1,9
103263,1,5,6,3,4,1,0
121037,1,6,0,5,6,1,9
118121,1,6,0,6,7,1,3
134932,1,7,1,3,4,1,3
116820,1,6,0,3,4,1,0
37100,1,2,3,7,8,1,0
55795,1,3,4,5,6,1,3
119302,1,6,0,7,8,1,8
5372,1,1,2,3,4,2,8
140860,1,7,1,4,5,1,8
97248,1,5,6,7,8,1,0
19025,1,1,2,4,5,1,8
140413,1,7,1,6,7,2,8
125308,1,6,0,7,8,1,8
57930,1,3,4,6,7,1,9
38339,1,2,3,7,8,1,3
77578,1,4,5,7,8,1,3
1079,1,1,2,8,8,1,0
27850,1,2,3,3,3,1,0
34481,1,2,3,2,3,1,9
55666,1,3,4,7,8,1,3
51375,1,3,4,4,5,1,2
26548,1,2,3,5,6,2,9
31520,1,2,3,2,5,2,0
109180,1,6,0,3,4,1,9
82214,1,4,5,6,6,1,3
42118,1,2,3,5,5,1,3
58320,1,3,4,7,8,1,9
32923,1,2,3,8,1,1,9
72343,1,4,5,4,4,1,8
